ID,QUERY,L1_primary_intent,L2_information_need,L3_constraints,reasoning,in_subset_30
111,"Act as a market research consultant. I am developing an AI Academy for Over-50s in C-suite roles. I need to understand the current market opportunity in the United Kingdom, EMEA and USA. Provide me with an estimated total addressable market (TAM), identify three growing sub-niches within this market, and summarize the key purchasing drivers for my target audience. Ask me any questions you have.",market_research,trending_analysis|sales_data|competitor_analysis,region_specific,"The user is looking to understand the market opportunity (TAM), identify sub-niches (trending_analysis), and summarize purchasing drivers (sales_data, competitor_analysis) for an AI Academy targeting Over-50s in C-suite roles. The regions specified (UK, EMEA, USA) indicate a region_specific constraint. No other explicit constraints are mentioned.",0
112,"Please conduct a comprehensive Amazon USA market analysis for Minoxidil topical solution (liquid form).
Focus specifically on identifying which pack sizes sell the most — single bottle, 2-pack, 3-pack, 6-pack, etc.

The goal is to understand current consumer buying preferences and dominant sales formats among top-selling listings.

Please include:

Ranking of best-selling Minoxidil liquid listings by pack size.

Average price per pack and per bottle.

Customer feedback trends (e.g., why customers prefer multi-packs vs single).

Any observable patterns in subscription purchases or Amazon “frequently bought together” items.

The output should help determine optimal packaging and quantity mix for launching 5,000 units in the U.S. Amazon market.",market_research,sales_data|platform_data|review_analysis|trending_analysis|price_comparison,region_specific,"The main goal is to analyze the Amazon USA market for Minoxidil liquid, focusing on which pack sizes are most popular and understanding consumer preferences (market_research). The user requests sales rankings, average prices, customer feedback trends, and purchase patterns (sales_data, price_comparison, review_analysis, trending_analysis, platform_data). There is a region constraint (Amazon USA market), but no mention of certifications, MOQ, logistics, customization, or technical specs.",1
113,"Analyze the global market opportunity for a premium wooden car diffuser with a long-lasting slow-diffusion core. I want a full breakdown for USA, Canada, UK, and the Middle East. Include:
– regional demand
– competition analysis
– regulatory requirements (CLP, SDS, REACH, etc.)
– recommended pricing
– top-selling scent profiles per region
– shipping expectations
– consumer pain points
– market gaps
– and whether this product can scale globally as a luxury brand.
Give me clear steps on how to enter each region and how to position the brand differently in each market. 

How we can win the market. And our new brands must offer
long-lasting, refillable, premium natural diffusers
with strict compliance and luxury positioning.",market_research,trending_analysis|competitor_analysis|price_comparison|platform_data|review_analysis,certification_required|region_specific|quality_specification|logistics_shipping,"The query's main goal is to analyze the market opportunity for a specific product (premium wooden car diffuser) across several regions, focusing on demand, competition, regulatory requirements, consumer pain points, and market gaps. This is classic market research. The information needs include trending analysis (regional demand, market gaps), competitor analysis, price comparison (recommended pricing), platform data (implied by top-selling scent profiles per region), and review analysis (consumer pain points). Constraints include certification_required (CLP, SDS, REACH), region_specific (USA, Canada, UK, Middle East), quality_specification (long-lasting, refillable, premium, natural, strict compliance), and logistics_shipping (shipping expectations).",1
114,Je voudrais connaître l'impact du style de sac à main sur le marché des sacs à main et me fournir des suggestions de conception.,product_development,trending_analysis,,"The query asks about the impact of handbag styles on the handbag market and requests design suggestions. This indicates an intent to develop or improve products based on market trends (product_development). The information need centers on understanding which styles are trending or impactful (trending_analysis). No specific constraints such as certifications, price, region, or customization are mentioned.",0
115,provide landscap and full analysis supported with clear and valid sources and clear figures and numbers for eKash in rwanda for 2025,market_research,platform_data|sales_data|competitor_analysis,,"The query requests a comprehensive analysis of eKash in Rwanda for 2025, seeking data, figures, and sources. This aligns with market research as the primary intent. The user is likely interested in platform-specific data (eKash), sales or usage statistics, and possibly how eKash compares to competitors. No explicit constraints (like certifications, region specificity beyond Rwanda, or logistics) are mentioned.",0
116,What are the trending USA womans shape ware/wireless bra market dynamics? Analyze hot-selling product categories and key growth drivers for the next 12 months.,market_research,trending_analysis|sales_data,region_specific,"The query asks for market dynamics, trending categories, and growth drivers, which are all aspects of market research. It specifically requests analysis on trending products (trending_analysis) and hot-selling categories (sales_data). The focus on the USA market makes 'region_specific' the only relevant constraint.",0
117,"I want to create an e commerce brand like “lucky honey” “honey love” give me a deep analysis of the company and how i could make it better/what i can sell to make it better. Give me a breakdown of products they sell plus suppliers they use. Cost of how much each product should be retail after cost of advertising, shipping, affiliate links and chargebacks. How to scale with advertising? How much product to buy? Advertising budget? Cost of operating? I want to sell on Shopify, amazon & tiktok shop. My budget to start from scaling is 20k. I want you to consult me like you are the most experienced expensive consultant hired.",market_research,competitor_analysis|price_comparison|platform_data|sales_data,,"The query requests a deep analysis of existing brands (competitor_analysis), breakdown of their products and suppliers (platform_data, sales_data), pricing details (price_comparison), and operational guidance for launching on multiple sales platforms. No specific L3 constraints are mentioned.",0
118,"I need a deep search of the company luckyhoney how they market ai ucg ads& where to find the best ai ucg ad, what they sell & suppliers. You could also tell me what is the better or best niche brand to start gen z that is rising in demand & easy enough to gain market share. I am not looking to do beauty cosmetic so exclude that. Budget is $15,000 i want you do give me the absolute deepest & best research. Tap into products with low and rising competition and able to have a pain solution selling point",market_research,competitor_analysis|trending_analysis|sales_data|review_analysis|platform_data|supplier_evaluation,moq_price_constraint|quality_specification,"The query centers on analyzing Luckyhoney's marketing (competitor_analysis), identifying best AI UGC ads (platform_data, competitor_analysis), what products they and others sell (sales_data, trending_analysis), supplier info (supplier_evaluation), and finding rising niche brands for Gen Z with low and rising competition (trending_analysis, sales_data, review_analysis). The user specifies a $15,000 budget (moq_price_constraint), wants products with a 'pain solution' (quality_specification), and excludes beauty/cosmetics. The primary intent is market_research as the user seeks deep analysis on trends, competitors, and market opportunities.",0
119,"canon selphy 8000, find its wholesale product details and compare retail prices, and provide recent information or reviews about this model.",product_discovery,price_comparison|review_analysis|platform_data,,"The query is focused on finding wholesale product details for the Canon Selphy 8000 (product_discovery), comparing retail prices (price_comparison), and seeking recent information or reviews (review_analysis). The mention of 'recent information' and platform-specific data about the product justifies including platform_data. No explicit constraints such as certifications, MOQ, region, or customization are mentioned.",0
120,"i would like to know a niche in the economical market of Melbourne Australia with high profit margins. Please provide information on current market trends, identify high-profit product categories, and recommend some top-selling products in these categories.",market_research,trending_analysis|sales_data,region_specific,"The query is focused on analyzing the market in Melbourne, Australia to find profitable niches, current market trends, and top-selling products, which aligns with market research. It specifically asks for trending and high-profit product categories (trending_analysis, sales_data). The mention of 'Melbourne Australia' introduces a region-specific constraint.",0
121,"plot twist - happy scrub in is my own brand. we need to scale it up. do a deep research and based on research, what could be done to scale our business? what pattern designs could be trendy to put on medical scrubs? what healthcare workers are looking now in fun printed medical scrubs?",market_research,trending_analysis|review_analysis|competitor_analysis,,"The user is seeking deep research to identify strategies to scale their own medical scrubs brand, with a focus on trending pattern designs and current preferences of healthcare workers. This is primarily a market research query, as it involves analyzing trends, customer preferences, and competitor offerings. The information needs include trending_analysis (for trendy pattern designs), review_analysis (to understand what healthcare workers are looking for), and competitor_analysis (to benchmark against other brands). No explicit constraints regarding certification, MOQ, region, etc., are mentioned.",0
122,"fais moi une etude de marche sourcee et chiffree sur les litieres automatiques pour chats, identifie les produits les plus vendus. etudies de maniere concise et exhaustive les avis . degage moi les points positifs et negatives qu il en ressort ainsi que les axes d amelioration possibles et les possibilites de differenciation et trouve moi des fabricants fiables pour ces produits.
reformules moi ce prompt en etant plus complet",market_research,trending_analysis|sales_data|review_analysis|competitor_analysis|supplier_evaluation,,"The query requests a sourced and quantified market study for automatic cat litter boxes, identification of best-selling products, a thorough review analysis highlighting positives, negatives, and improvement/differentiation opportunities, and finally a search for reliable manufacturers. This matches 'market_research' as the primary intent, with information needs including trending analysis (market trends), sales data (best-sellers), review analysis (positives/negatives), competitor analysis (differentiation), and supplier evaluation (reliable manufacturers). No explicit constraints are mentioned.",0
123,"analyze consumer electronics Products market in Europe, especially Germany and Italy excluding smartphones and Smart speakers. Please analyze what could differentiate the hot selling products and improve sales",market_research,trending_analysis|sales_data|competitor_analysis|platform_data,region_specific,"The query requests an analysis of the consumer electronics market in Europe (specifically Germany and Italy), focusing on what differentiates hot-selling products and how to improve sales. This is market research, not product discovery or supplier sourcing. The user wants to know about trending/hot-selling products (trending_analysis, sales_data), what differentiates them (competitor_analysis), and implicitly needs platform-specific data to identify these trends (platform_data). The exclusion of certain product categories and the focus on specific countries make 'region_specific' relevant as a constraint.",0
124,I'm selling an ergonomic neck pillow with a cooling effect in the bedding niche. Which innovative products in this niche would fit my brand? Point out who is my customer as well as action steps to grow my brand,product_discovery,trending_analysis|competitor_analysis,,"The query is primarily about discovering innovative products in the ergonomic bedding niche that would fit the user's brand, which aligns with product_discovery. The user also asks for insights on their customer and action steps to grow their brand, implying a need for trending_analysis (to identify innovative products and market trends) and competitor_analysis (to understand the market and positioning). No specific constraints such as certifications, price, region, or customization are mentioned.",0
125,"如何優化這個產品鏈結能成為爆品
https://www.alibaba.com/product-detail/4pcs-Tritan-Vacuum-Sealed-Canisters-for_10000023692846.html
https://www.alibaba.com/product-detail/Eco-Friendly-HDPE-Floating-Pontoon-for_1601447673358.html",product_development,trending_analysis|sales_data|review_analysis|platform_data,,"The user is asking how to optimize specific product listings (provided via Alibaba links) to make them '爆品' (explosive/hot-selling products), which is focused on improving the product's market performance. This aligns with product_development. The user would need information about trends, sales data, reviews, and platform-specific data to optimize these products, but no explicit constraints are mentioned.",0
126,source me a online arbitrage product inside the amazon using store front stalking or reverse sourcing the product should be 3 or more FBA seller not include amazon. the product should be minimum of 3% profitable and have 30% ROI dont source for whole sale.. find in any category and give me the ASIN and the amazon link and the web source link.,product_discovery,platform_data|price_comparison,moq_price_constraint,"The main goal is to find (discover) profitable online arbitrage products on Amazon using specific sourcing methods. The user wants ASINs, Amazon links, and web source links, which requires platform-specific data. The product must have at least 3% profit and 30% ROI, indicating a clear price/profitability comparison requirement. The constraint is related to minimum profitability and ROI, which fits under moq_price_constraint. No mention of certifications, shipping, customization, region, or quality specs.",0
127,"What are the top 10 sellers right now accross Amazon, eBay, TikTok, Etsy, Instagram etc. that are NOT electronic. I repeat NOT electronic. So not powerbank or earbuds etc",product_discovery,trending_analysis|sales_data|platform_data,,"The query is focused on discovering the top-selling (i.e., trending and high sales) non-electronic products across multiple e-commerce platforms. The user is not seeking suppliers or market analysis, but rather a list of trending products, specifically excluding electronics. The information need involves trending analysis, sales data, and platform-specific data. The only constraint is the exclusion of electronics, but this is more of a product filter than a constraint as defined in the taxonomy.",0
128,According to 2024 what were the hottest selling north American products. I need to know from the 1st week of November to the last week of December. I need to know what the products are and the vendors who dropship them.,product_discovery,trending_analysis|platform_data,,The query seeks to identify top-selling products (trending_analysis) in North America during a specific period and also requests information about vendors who dropship these products (platform_data).,0
129,"can you give me a product list of the best sellers on Shopify as of November 17, 2025",product_discovery,trending_analysis|sales_data|platform_data,,"The user is seeking a list of best-selling products on Shopify, which aligns with discovering what products are popular and trending (product_discovery, trending_analysis, sales_data). The mention of Shopify indicates a need for data specific to that platform (platform_data). No specific constraints such as certification, price, region, logistics, or customization are mentioned.",0
130,Hace un listado de los productos mas vendidos por alibaba comprados por Chile en esta última semana (Noviembre 2025),product_discovery,sales_data|platform_data,region_specific,"The user is requesting a list of the best-selling products on Alibaba purchased by Chile in the past week, which indicates an intent to discover popular products (product_discovery). They specifically ask for sales data from Alibaba (sales_data, platform_data), and mention Chile as the target region (region_specific). No other constraints are mentioned.",0
131,"cuold you find me the top 10 trending products of equipment for elderly in USA, Japan and Germany. the manufactures most have at least 5 years experience.",product_discovery,trending_analysis|platform_data|supplier_evaluation,region_specific,"The user is seeking the top 10 trending products (product_discovery) of elderly equipment, indicating a need for trending_analysis. The regions specified (USA, Japan, Germany) mean data should be platform-specific (platform_data) and region_specific. The request for manufacturers with at least 5 years experience implies supplier_evaluation.",0
132,I need business plan for import Scrap copper per metric ton order from suppliers & shipping cost to every day single scrap yard in every city in every state in America & Canada includes 50 metric tons order from suppliers around the world supplier Ai automatic order every month to every scrap yard in every City to every state international global scrap copper prices quantity delivery to Albuquerque New Mexico Albuquerque cost sourceing delivery every month,supplier_sourcing,price_comparison|platform_data|sales_data,moq_price_constraint|logistics_shipping|region_specific,"The query's main goal is to create a business plan for sourcing scrap copper from global suppliers and delivering it to scrap yards across the US and Canada, which is fundamentally about supplier sourcing. The user requests information on international prices, order quantities, and delivery logistics, which requires price comparison, platform data (as they mention global suppliers, likely sourced from platforms), and sales data (quantities, monthly ordering). Constraints include large order quantities (MOQ/price), complex shipping/logistics to every city/state, and a focus on specific regions (US, Canada, specific city Albuquerque).",0
133,我需要全网最新的个人护理产品的趋势，包括沐浴露，磨砂膏，洗发水，润肤露，类似相关品类的热门款式，或者新的瓶型，新配方等等，需要他们的价格带，以及B2B平台上的主流产品信息，同时补充最新行业资讯或新闻。,product_discovery,trending_analysis|sales_data|platform_data|price_comparison,,"The user is seeking the latest trends and popular styles in personal care products, including new packaging and formulas, which aligns with product discovery. They request trend analysis, price ranges, mainstream product info from B2B platforms, and latest industry news, indicating needs for trending_analysis, sales_data, platform_data, and price_comparison. No specific constraints (certification, MOQ, region, etc.) are mentioned.",0
134,"Black Friday trending products USA 2025, e-commerce gift ideas, popular items for Christmas and holiday season, product trend chart, realistic product grid view",product_discovery,trending_analysis|platform_data,region_specific,"The query is focused on discovering trending products for Black Friday and the holiday season in the USA for 2025, which is classic product discovery. The user requests trend charts and product grids, indicating a need for trending analysis and likely platform-specific data. The mention of 'USA' makes this region-specific. No other constraints such as certification, MOQ, logistics, customization, or quality specs are mentioned.",0
135,2026年，速卖通春季连衣裙流行趋势，应该怎么去判断产品的走向，需要结合什么元素去开发连衣裙产品，比如面料、图案、设计等。请结合当前流行趋势、市场动态和产品案例，分析连衣裙开发的关键要素，并推荐适合春季销售的连衣裙产品及属性。,product_development,trending_analysis|platform_data,,"The query focuses on how to develop spring dresses for 2026 on AliExpress, asking how to judge product direction and what elements (e.g., fabric, pattern, design) to include. It requests analysis of current trends, market dynamics, and product examples, and seeks recommendations for product attributes. This is primarily about product development, using trend analysis and platform-specific data. No explicit constraints are mentioned.",0
136,我是一名服装贸易商，在亚马逊，tk，和多个本土电商平台都有销售，主营品类是女装成人连衣裙，现在想知道国际站或速卖通，哪些产品最适合我销售，并且可以做到提前规划季节，季节性的面料，颜色，款式等，希望你给我建议，并且，按各个平台销售趋势，给我建议，并且给我建议一下，我应该从哪些维度筛选供应商，并且给我结果,product_discovery,trending_analysis|sales_data|platform_data|supplier_evaluation,,"The main goal is to discover which women's dresses are most suitable to sell on international platforms like 1688 (国际站) or AliExpress (速卖通), with emphasis on seasonal trends (trending_analysis), sales trends per platform (sales_data, platform_data), and supplier selection criteria (supplier_evaluation). No explicit constraints like MOQ, certification, region, or customization are mentioned.",0
137,帮我搜索去年销往澳洲新西兰最多的，品类最好的，夏季衣服，裤子，拖鞋，各5种,product_discovery,sales_data|platform_data|trending_analysis,region_specific,"The user wants to find the top 5 best-selling categories of summer clothes, pants, and slippers that were sold to Australia and New Zealand last year. This indicates product discovery as the primary intent. They are seeking sales data (best-sellers), platform data (implied by sales data and trending in specific regions), and trending analysis (most popular categories). The explicit mention of Australia and New Zealand makes 'region_specific' a relevant constraint.",0
138,"Act as a 7-figure/month organic e-commerce operator.

It is your own money, brand, and reputation on the line. You are forced to go ALL-IN on ONE product only for organic dropshipping (TikTok, Reels, Shorts — no paid ads).

Your goal is to print $1,000,000+ per month in revenue using organic traffic only.

Find ONE ultimate winning product you would personally choose if failure was not an option.

The product MUST:

Be a scroll-stopper in the first 3 seconds

Have a clear “wow” / shock / curiosity factor

Solve a real, painful, mass-market problem

Be easy to demonstrate on camera

Create strong emotional reaction (surprise, relief, excitement)

Work specifically for organic content

Not rely on branding, influencers, or paid ads

Be scalable to 7 figures monthly

For the product you choose, explain:

What the product is

Why this ONE product beats all others

The core pain it solves

The viral hook angles that would carry organic traffic

Why it can realistically reach $1M+/month organically

Be brutally honest.
Choose only ONE product.
No lists. No alternatives. No theory.",product_discovery,trending_analysis|sales_data|review_analysis|platform_data|competitor_analysis,,"The query's main goal is to identify ONE specific product that can achieve $1M+/month in organic revenue, focusing on product selection criteria. The user needs information about what product is trending, proven sales performance, customer pain points and reactions, how it performs on key platforms (TikTok, Reels, Shorts), and why it outperforms competitors. No explicit constraints like certification, MOQ, region, or logistics are mentioned.",0
139,"conduct a thorough market research for the sleep/anxiety niche in canada, France and belgium over the next 3 years, profiling everyone, current alternatives/competitors list top 5, typical price bands and dominant channel. as well as domination acquisition channel",market_research,competitor_analysis|price_comparison|platform_data,region_specific,"The query requests a thorough market research for the sleep/anxiety niche, specifically in Canada, France, and Belgium (region_specific). It asks for profiling competitors (competitor_analysis), typical price bands (price_comparison), and dominant acquisition/channel data (platform_data). No explicit constraints like certification or MOQ are mentioned.",0
140,1. 请分析 https://www.amazon.com/dp/B0F6Y3V34P 这个产品的消费者评论。2. 这是上述产品的竞品 https://www.amazon.com/ALABS-ORBITAL-Momentary-Polyphonic-Multi-Expression/dp/B0CJRQCTQF，请帮我监控和对比这两个产品的销售情况和消费者反馈。3. 请为 https://www.amazon.com/dp/B0F6Y3V34P?th=1 这个产品撰写适用于不同社交媒体渠道的创意营销文案。4. 帮我优化该产品的卖点 https://www.amazon.com/dp/B0F6Y3V34P?th=1。,market_research,review_analysis|competitor_analysis|sales_data|platform_data,,"The query requests analysis of consumer reviews, sales comparison, and monitoring between two competing products on Amazon, as well as creative marketing copy and product selling point optimization. The core intent is to analyze market positioning and performance (market_research). The information needs include review_analysis (consumer feedback), competitor_analysis (comparing with a rival product), sales_data (monitoring sales situation), and platform_data (Amazon-specific). No explicit constraints like region, certification, MOQ, logistics, customization, or quality are mentioned.",0
141,"I want high-quality cooling mats for pets. Something that I can put a $150-$250 markup on. Something that I can put on my online store, have branded and packaged, and drop shipped.",product_discovery,price_comparison,moq_price_constraint|customization_oem,"The user is looking for high-quality cooling mats for pets to sell in their online store, indicating a product discovery intent. They mention a desired markup ($150-$250), which relates to price comparison. They also want the product branded and packaged (customization_oem) and are likely concerned with price constraints due to the specified markup (moq_price_constraint).",0
142,"Please help to source this similar USB Table Lamp https://www.amazon.co.uk/dp/B07Y2S69SL/?coliid=I2FQOYYINT069O&colid=16YMG94AF85PF&ref_=list_c_wl_lv_ov_lig_dp_it&th=1 with below features: solid wood base, charging function and charging station, 3 phone stands, 3 USB charging ports (2 USB A + 1 USB C), CE/FCC/ROHS certified",supplier_sourcing,platform_data|supplier_evaluation,certification_required|quality_specification,"The user is requesting help to source (find suppliers for) a specific USB Table Lamp with detailed product features and required certifications (CE/FCC/ROHS). The reference to Amazon indicates a need for platform data (product reference for specification matching). Supplier evaluation is implied as the user seeks suppliers who can provide a product with these certifications and features. Constraints include required certifications and specific product features (solid wood base, charging functions, ports, etc.), which fall under quality/specification.",0
143,"I live in sri lanka, I want top selling best skincare products for sri lanka. What about vitamin c serums, i sold this kojie san soap in sri lanka. I want trending products in social media, especially in tiktok and facebook and other social medias that going viral, maybe in globally as well",product_discovery,trending_analysis|platform_data|sales_data,region_specific,"The user is looking to discover top-selling and trending skincare products, especially vitamin C serums, that are popular in Sri Lanka and on global social media platforms like TikTok and Facebook. This indicates a focus on product discovery. They specifically ask for products trending on social media (trending_analysis, platform_data) and mention 'top selling' (sales_data). The mention of Sri Lanka as the target market makes region_specific a relevant constraint.",0
144,I want to import industrial production machines from china to North Africa and Europe. Research trend industry in machine production needs fro EU and MENA in order to identify business opportunities for Chinese industrial production machines distribution for these markets. I want to to find the gaps in the trends and needs in order to position myself imidiately and supply these needs,market_research,trending_analysis|competitor_analysis,region_specific,"The query focuses on researching industry trends and identifying business opportunities (market gaps) for distributing Chinese industrial machines in the EU and MENA (North Africa) regions, which is classic market research. The user wants to analyze trends and gaps (trending_analysis), understand unmet needs (implying some competitor analysis), and explicitly targets specific regions (region_specific). No other constraints like certification, MOQ, or logistics are mentioned.",0
145,"I want to produce a butterfly-themed jewelry collection, including earrings, rings, bracelets. My target audience is Gen Z. Analysis their preference and recommend me suitable products and send inquiries to them",product_development,trending_analysis|review_analysis|platform_data,,"The user wants to create a new butterfly-themed jewelry collection for Gen Z, which is a product development task. They request analysis of Gen Z preferences (trending_analysis, review_analysis) and recommendations for suitable products (platform_data). No explicit constraints like certification, MOQ, region, or customization are mentioned.",0
146,Research the market size and profit margins of coffee makers in Middle-Class Families & Professionals (30-55) in the UK to uncover opportunities and spark new ideas,market_research,price_comparison,region_specific,"The query focuses on analyzing the market size (market demand) and profit margins (price comparison) for coffee makers in a specific demographic and region (UK, middle-class families and professionals aged 30-55). The main goal is to uncover opportunities and generate new ideas, which aligns with market_research. The only explicit information need is profit margins (price_comparison), and the only constraint is the region-specific demographic and location.",0
147,"Please verify the business registration information and primary business scope for 'Shenzhen Huaqiangbei Electronics Co., Ltd.' and check if they have any export records to Europe",supplier_sourcing,supplier_evaluation,region_specific,"The query is focused on verifying the legitimacy and export experience of a specific supplier, which is core to supplier sourcing. The user seeks information about business registration (supplier_evaluation) and export records to Europe, indicating a region-specific constraint.",0
148,"A manufacturer of English-style teacups, mainly made of ceramic materials. The teacups have a variety of capacities and can pass Japanese environmental standards",supplier_sourcing,,certification_required|quality_specification,"The query describes the desired supplier (manufacturer) and product characteristics (English-style ceramic teacups with various capacities) and specifies that the products must pass Japanese environmental standards, which implies certification requirements and quality/material specifications. No explicit information needs (L2) such as pricing, competitor analysis, or platform data are mentioned.",0
149,我司是货代公司，请收集100家有可能与我们建立合作的江浙沪制造商。,supplier_sourcing,,region_specific,"The query asks to collect 100 manufacturers in the Jiangsu, Zhejiang, and Shanghai (江浙沪) regions who could potentially cooperate with a freight forwarding company. The primary intent is to find potential suppliers (manufacturers) for partnership. No specific information needs such as price, sales data, or competitor analysis are mentioned. The only clear constraint is the region (江浙沪), making 'region_specific' applicable.",0
150,"I'm the manager of a women's health clothing store in Europe. I'm looking for a factory with CE certification, export experience, factory experience and good reviews, with a focus on producing menstrual underwear.",supplier_sourcing,supplier_evaluation|review_analysis,certification_required|region_specific,"The main goal is to find a factory (supplier) for menstrual underwear, specifically with CE certification and export experience, which is supplier_sourcing. The user wants to evaluate suppliers based on credentials (CE certification, export/factory experience) and good reviews, so supplier_evaluation and review_analysis are selected. Constraints include certification_required (CE), and region_specific (Europe as the target market).",0
